"","originating.agency","incident.number","incident.date","date.agency.went.NIBRS","city","current.population","UCR.county","FIPS.county","incident.hour","UCR.code","completed","multiple.victims","multiple.offenders","type","primary.incident","victim.age","victim.sex","victim.race","victim.ethnicity","victim.residency","offender.age","offender.sex","offender.race","target.harm","target.arrest","victimage.group","offenderage.group","population.group","relationship.group","hour.group","same.race","state.name","division.name","region.name","location.name","loc.group","weapon.name","injury.name","Victim.in.relation","FIPS"
"2242","ID0280000","18-MLHF0TD1A",20120626,19930901,"KOOTENAI                      ",59517,28,55,13,100,1,2,3,"MultVO",0,0.5,"male","white","not.hispanic","resident",22,"female","white",0,NA,"0-5","20-30","Pop 25-100K","Parent","Afternoon",0,"ID","Mountain","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","11055"
"2243","KS0300000","2W1M0U72ZYB ",20110902,20000101,"FRANKLIN                      ",11559,30,59,18,100,1,1,1,"SingleVO",1,9,"female","white","not.hispanic","resident",42,"male","white",0,NA,"6-10","40-50","Pop <25K","Parent","Afternoon",0,"KS","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","15059"
"2244","TNMPD0000","BW0H39F2XPMF",20120203,20000801,"MEMPHIS                       ",657436,79,157,8,100,1,3,1,"MultVic",0,8,"female","black","not.hispanic","resident",47,"male","black",0,NA,"6-10","40-50","Pop >500K","Parent","Morning",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"2245","TNMPD0000","BW093TL8GOMF",20120526,20000801,"MEMPHIS                       ",657436,79,157,13,100,1,1,1,"SingleVO",1,3,"male","black",NA,"resident",28,"male","black",0,NA,"0-5","20-30","Pop >500K","Parent","Afternoon",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"2246","SC0400000","8N0IRY3CTU N",20110906,19900101,"RICHLAND                      ",241118,40,79,15,100,1,1,1,"SingleVO",1,2,"male","black","not.hispanic","resident",27,"male","black",0,NA,"0-5","20-30","Pop 100-500K","Parent","Afternoon",0,"SC","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","39079"
"2247","SC0280000","2W1H0UFOLX1A",20100508,19910101,"KERSHAW                       ",52030,28,55,0,100,1,1,1,"SingleVO",1,3,"male","white","not.hispanic","resident",42,"female","white",0,NA,"0-5","40-50","Pop 25-100K","Parent","Night",0,"SC","South Atlantic","South","Residence/Home","Home","None/Other","None","Child","39055"
"2248","KY0150200","5M54FZ871AEM",20110101,20100101,"LEBANON JUNCTION              ",1826,15,29,0,100,1,1,3,"MultOff",0,4,"female","white","not.hispanic","non-resident",26,"female","white",1,83.9,"0-5","20-30","Pop <25K","Parent","Night",0,"KY","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","16029"
"2249","SC0300000","8I0BIW5R72 N",20101211,19910101,"LAURENS                       ",49939,30,59,20,100,1,1,1,"SingleVO",1,1,"female","black","not.hispanic","non-resident",30,"male","black",0,NA,"0-5","20-30","Pop 25-100K","Parent","Night",0,"SC","South Atlantic","South","Residence/Home","Home","None/Other","None","Child","39059"
"2250","TNMPD0000","BW0M3TG4GGMF",20120318,20000801,"MEMPHIS                       ",657436,79,157,0,100,1,1,1,"SingleVO",1,2,"male","black","not.hispanic","resident",33,"male","black",0,NA,"0-5","30-40","Pop >500K","Parent","Night",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"2251","TNMPD0000","181M0UF37XHH",20121102,20000801,"MEMPHIS                       ",657436,79,157,15,100,1,1,1,"SingleVO",1,9,"female","black","not.hispanic","resident",30,"female","black",0,NA,"6-10","20-30","Pop >500K","Parent","Afternoon",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"2252","KS0230100","19-BR1S1PD4I",20110919,20000101,"LAWRENCE                      ",88200,23,45,12,100,1,2,1,"MultVic",0,9,"female","white","not.hispanic","resident",29,"female","white",0,NA,"6-10","20-30","Pop 25-100K","Parent","Morning",0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15045"
"2253","KS0230100","7Z-GJ7N7EKF3",20100402,20000101,"LAWRENCE                      ",93945,23,45,18,100,1,2,1,"MultVic",0,3,"female","white","not.hispanic","resident",34,"male","white",0,NA,"0-5","30-40","Pop 25-100K","Parent","Afternoon",0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15045"
"2254","MI6378400","720NJBRYMD6U",20111031,19970101,"TROY                          ",80919,63,125,15,100,1,1,1,"SingleVO",1,2,"male","black",NA,"resident",33,"male","black",0,NA,"0-5","30-40","Pop 25-100K","Parent","Afternoon",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21125"
"2255","MI2539800","181J0U7P82BD",20120714,20000101,"FLINT                         ",101632,25,49,11,100,1,3,1,"MultVic",0,7,"female","white",NA,"resident",31,"female","white",0,NA,"6-10","30-40","Pop 100-500K","Parent","Morning",0,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Child","21049"
"2256","TX1880100","2W1H0UHN92KA",20100324,19991031,"AMARILLO                      ",107300,188,375,0,100,1,3,1,"MultVic",0,5,"male","white","hispanic",NA,26,"female","white",0,NA,"0-5","20-30","Pop 100-500K","Parent","Night",0,"TX","West South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","42375"
"2257","TNMPD0000","1A1J0UZLS2HH",20111216,20000801,"MEMPHIS                       ",652725,79,157,15,100,1,2,1,"MultVic",0,11,"female","black","not.hispanic","resident",39,"female","black",0,NA,"11-15","30-40","Pop >500K","Parent","Afternoon",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"2258","TNMPD0000","1A1M0KHO7XHH",20111119,20000801,"MEMPHIS                       ",652725,79,157,21,100,1,2,1,"MultVic",0,4,"male","white","hispanic","resident",33,"male","white",0,NA,"0-5","30-40","Pop >500K","Parent","Night",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"2259","DE303SP00","0H1J05H 671A",20120703,20010101,"SP: SUSSEX COUNTY             ",153705,3,5,8,100,1,1,2,"MultOff",1,5,"female","white","not.hispanic","resident",23,"female","white",1,6.1,"0-5","20-30","Pop 100-500K","Parent","Morning",0,"DE","South Atlantic","South","Residence/Home","Home","None/Other","Apparent Broken Bones","Child","07005"
"2260","TN0470000","8N0IAOZVPX N",20110921,19981201,"KNOX                          ",255637,47,93,19,100,1,1,2,"MultOff",1,7,"male","white","not.hispanic","resident",31,"male","white",0,0,"6-10","30-40","Pop 100-500K","Parent","Night",0,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41093"
"2261","UT0290100","18-JQ5P0TD1A",20120317,20010801,"OGDEN                         ",85083,29,57,11,100,1,3,1,"MultVic",1,3,"female",NA,"not.hispanic",NA,22,"female","white",0,NA,"0-5","20-30","Pop 25-100K","Parent","Morning",NA,"UT","Mountain","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","43057"
"2262","MI0900900","7S06JBRVSM6F",20120122,19950101,"SP: BAY COUNTY                ",0,9,17,17,100,1,2,2,"MultVO",0,7,"male","white",NA,NA,38,"male","white",0,0.1,"6-10","30-40",NA,"Parent","Afternoon",0,"MI","East North Central","Northcentral","Other/unknown","Unknown","None/Other","None","Child","21017"
"2263","KY0360100","5M4UR58G1AEM",20110902,20090101,"PRESTONSBURG                  ",3277,36,71,22,100,1,3,2,"MultVO",0,3,"male","white","not.hispanic","resident",39,"male","white",1,0,"0-5","30-40","Pop <25K","Parent","Night",0,"KY","East South Central","South","Residence/Home","Home","None/Other","Apparent Minor Injury","Child","16071"
"2264","MA0021900","VH-T74G-60VS",20120718,19950101,"NORTH ADAMS                   ",13753,2,3,11,100,1,1,2,"MultOff",1,3,"female","white","not.hispanic","non-resident",25,"female","white",0,NA,"0-5","20-30","Pop <25K","Parent","Morning",0,"MA","New England","Northeast","Restaurant","Shopping",NA,"None","Child","20003"
"2265","VA1160000","NH1U5ULLTAEM",20100827,19980701,"NEWPORT NEWS                  ",195225,NA,NA,10,100,1,1,1,"SingleVO",1,3,"male","black",NA,"resident",23,"female","black",0,0,"0-5","20-30","Pop 100-500K","Parent","Morning",0,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","45 NA"
"2266","TNMPD0000","181M0UXOUXHH",20121108,20000801,"MEMPHIS                       ",657436,79,157,18,100,1,2,1,"MultVic",0,3,"female","black","not.hispanic","resident",29,"male","black",0,NA,"0-5","20-30","Pop >500K","Parent","Afternoon",0,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41157"
"2267","VA1110000","8N04KBSQ12 N",20110119,20000101,"HAMPTON                       ",139078,NA,NA,14,100,1,2,1,"MultVic",0,8,"male","black","not.hispanic","non-resident",28,"female","black",0,2.9,"6-10","20-30","Pop 100-500K","Parent","Afternoon",0,"VA","South Atlantic","South","Parking Lot/Garage","Shopping",NA,"None","Child","45 NA"
"2268","VA0530000","2W1J0K72J61A",20121205,19990101,"LOUDOUN                       ",275263,54,107,17,100,1,1,1,"SingleVO",1,1,"female","white","not.hispanic","resident",31,"female","white",0,NA,"0-5","30-40","Pop 100-500K","Parent","Afternoon",0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Child","45107"
"2269","MI3950000","EH0UF28N0N5I",20100620,19960101,"KALAMAZOO TOWNSHIP            ",21977,39,77,17,100,1,1,1,"SingleVO",1,12,"female","black",NA,"non-resident",31,"male","black",0,NA,"11-15","30-40","Pop <25K","Parent","Afternoon",0,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","21077"
"2270","TN0570100","0A1M0UPNSX1A",20110405,19990701,"JACKSON                       ",65799,57,113,8,100,1,1,1,"SingleVO",1,2,"female","black","not.hispanic","resident",18,"male","black",0,NA,"0-5","<20","Pop 25-100K","Parent","Morning",0,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41113"
"2271","SC0420100"," 30ASFZC72 N",20100627,19910101,"SPARTANBURG                   ",40448,42,83,18,100,1,1,1,"SingleVO",1,3,"female","black","not.hispanic","resident",45,"male","black",0,NA,"0-5","40-50","Pop 25-100K","Parent","Afternoon",0,"SC","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","39083"
"2272","KS0460000","8N0BKEZD72 N",20110501,20000101,"JOHNSON                       ",21798,46,91,9,100,1,1,1,"SingleVO",1,14,"female","white","not.hispanic","resident",36,"female","white",0,NA,"11-15","30-40","Pop <25K","Parent","Morning",0,"KS","West North Central","Northcentral","Residence/Home","Home",NA,"None","Child","15091"
"2273","MI4183400","181J0U7VS7KN",20120709,19990101,"WYOMING                       ",72886,41,81,0,100,1,2,1,"MultVic",1,5,"female","white",NA,NA,27,"female","white",0,NA,"0-5","20-30","Pop 25-100K","Parent","Night",0,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","21081"
"2274","TN0820000","2W1H04W276JA",20100725,19990201,"SULLIVAN                      ",85046,82,163,18,100,1,1,1,"SingleVO",1,7,"female","white","not.hispanic","resident",33,"female","white",0,NA,"6-10","30-40","Pop 25-100K","Parent","Afternoon",0,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41163"
"2275","KS0720200","8N04KIPU72 N",20110304,20000101,"MINNEAPOLIS                   ",2045,72,143,4,100,1,1,1,"SingleVO",1,2,"female","white","not.hispanic","resident",28,"female","white",0,NA,"0-5","20-30","Pop <25K","Parent","Early",0,"KS","West North Central","Northcentral","Residence/Home","Home",NA,"None","Child","15143"
"2276","VA0210100","2W1M0HFV8GBN",20110916,19990101,"CHESTERFIELD COUNTY PD        ",320014,21,41,12,100,1,1,1,"SingleVO",1,12,"male","black","not.hispanic","resident",31,"female","black",0,0.4,"11-15","30-40","Pop 100-500K","Parent","Morning",0,"VA","South Atlantic","South","School/College","School","Personal Weapons (hands, feet, teeth, etc.)","None","Child","45041"
"2277","VA0180000","5F1T-0WPUJKS",20110427,19951101,"CARROLL                       ",27688,18,35,15,100,1,1,1,"SingleVO",1,4,"female","white",NA,"resident",27,"female","white",0,5.1,"0-5","20-30","Pop 25-100K","Parent","Afternoon",0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Child","45035"
"2278","VA0290100","P9113GHPKFOT",20111126,20000101,"FAIRFAX COUNTY PD             ",1055204,30,59,18,100,1,2,1,"MultVic",0,5,"male","white","hispanic","resident",30,"female","white",0,NA,"0-5","20-30","Pop >500K","Parent","Afternoon",0,"VA","South Atlantic","South","Government/Public Building","Other","None/Other","None","Child","45059"
"2279","TX2201200","8N0B-CEDS2 N",20110508,20051001,"FORT WORTH                    ",748819,220,439,19,100,1,1,2,"MultOff",1,11,"female","white","hispanic","resident",30,"female","white",0,NA,"11-15","20-30","Pop >500K","Parent","Night",0,"TX","West South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","42439"
"2280","TNMPD0000","BQ0939J7W MF",20100508,20000801,"MEMPHIS                       ",673650,79,157,18,100,1,1,1,"SingleVO",1,10,"female","black","not.hispanic","resident",44,"male","black",0,NA,"6-10","40-50","Pop >500K","Parent","Afternoon",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"2281","TN0570100","0A1H0UKN7X1A",20100422,19990701,"JACKSON                       ",63969,57,113,13,100,1,1,1,"SingleVO",1,2,"female","black","not.hispanic","resident",27,"male","black",0,NA,"0-5","20-30","Pop 25-100K","Parent","Afternoon",0,"TN","East South Central","South","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41113"
"2282","TN0750100","9G-4KHZ86C9G",20110618,19980101,"MURFREESBORO                  ",109736,75,149,10,100,1,2,1,"MultVic",1,6,"male",NA,"not.hispanic","resident",37,"female","white",0,NA,"6-10","30-40","Pop 100-500K","Parent","Morning",NA,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41149"
"2283","VTVSP1000","32DX4NOKXF39",20121108,19931201,"SP: BRATTLEBORO               ",23966,13,25,14,100,1,2,1,"MultVic",1,0.5,"male","white","not.hispanic","resident",33,"female","white",0,4.6,"0-5","30-40","Pop <25K","Parent","Afternoon",0,"VT","New England","Northeast","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","44025"
"2284","WV0260500","2W1J0H73J41A",20120908,20000101,"MOUNDSVILLE                   ",9234,26,51,12,100,1,1,1,"SingleVO",1,12,"female","white","not.hispanic","non-resident",36,"male","white",1,NA,"11-15","30-40","Pop <25K","Parent","Morning",0,"WV","South Atlantic","South","Residence/Home","Home","Firearm (type not stated)","None","Child","47051"
"2285","LA0100000","2W1M0U7U62T4",20110803,20090101,"CALCASIEU                     ",87144,10,19,10,100,1,1,1,"SingleVO",1,2,"female","white","not.hispanic","resident",19,"female","white",0,NA,"0-5","<20","Pop 25-100K","Parent","Morning",0,"LA","West South Central","South","Residence/Home","Home",NA,"None","Child","17019"
"2286","MI8245300","1W1H0U72UXXX",20101119,19970101,"HAMTRAMCK                     ",19615,82,163,21,100,1,3,2,"MultVO",0,3,"male","black","not.hispanic","resident",33,"male","black",0,NA,"0-5","30-40","Pop <25K","Parent","Night",0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit",NA,"None","Child","21163"
"2287","UT0181200","K13MFEPP6X I",20110114,20070101,"DRAPER                        ",41314,18,35,20,100,1,2,1,"MultVic",1,9,"female","white","not.hispanic","resident",38,"male","white",0,NA,"6-10","30-40","Pop 25-100K","Parent","Night",0,"UT","Mountain","West","Other/unknown","Unknown","None/Other","None","Child","43035"
"2288","TX2201200","8T0B1EQH12 N",20120724,20051001,"FORT WORTH                    ",761874,220,439,20,100,1,1,1,"SingleVO",1,12,"male","black","not.hispanic","resident",26,"male","black",0,NA,"11-15","20-30","Pop >500K","Parent","Night",0,"TX","West South Central","South","School/College","School","None/Other","None","Child","42439"
"2289","UT0061200","0N06RYT9V2 N",20100806,19980701,"SYRACUSE                      ",23780,6,11,15,100,1,1,1,"SingleVO",1,9,"female","white","not.hispanic","resident",44,"male","white",0,0,"6-10","40-50","Pop <25K","Parent","Afternoon",0,"UT","Mountain","West","Other/unknown","Unknown","None/Other","None","Child","43011"
"2290","KS0280100","W51C4628B0W5",20110524,20000101,"GARDEN CITY                   ",26827,28,55,14,100,1,2,1,"MultVic",0,6,"female","white","hispanic","resident",29,"female","white",0,0,"6-10","20-30","Pop 25-100K","Parent","Afternoon",0,"KS","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","15055"
"2291","TN0750100","TD-W5HW9KUTD",20110307,19980101,"MURFREESBORO                  ",109736,75,149,0,100,1,1,1,"SingleVO",1,13,"female","white","not.hispanic","resident",39,"male","black",0,NA,"11-15","30-40","Pop 100-500K","Parent","Night",1,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41149"
