"","current.population","hour.group","victim.age","victim.sex","victim.race","victim.residency","offender.age","offender.sex","offender.race","multiple.victims","multiple.offenders","relationship.group","division.name","location.group","same.race","target.harm"
"881",60386,"Afternoon",2,"female","white","resident",23,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"882",17938,"Afternoon",4,"female","white","resident",28,"female","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"883",26779,"Early",2,"male","white","resident",21,"male","white","Single Victim","Multiple Offenders","Parent","East South Central","School/Center",0,"0"
"884",109481,"Afternoon",12,"male","white","resident",35,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"885",132266,"Morning",13,"male","black","resident",36,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"886",108356,"Afternoon",13,"male","white","resident",40,"female","white","Single Victim","Multiple Offenders","Parent","New England","School/Center",0,"0"
"887",707096,"Afternoon",1,"male","black","resident",25,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"888",153993,"Afternoon",3,"male","white","resident",21,"male","white","Single Victim","Single Offender","Parent","New England","Other",0,"0"
"889",80796,"Morning",1,"female","white","resident",25,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"0"
"890",8941,"Morning",15,"female","black","resident",63,"female","black","Multiple Victims","Single Offender","Parent","South Atlantic","Home",0,"0"
"891",66687,"Morning",2,"male","white","resident",34,"female","white","Single Victim","Single Offender","Parent","Pacific","Home",0,"0"
"892",115019,"Night",1,"female","white","resident",25,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"893",73525,"Morning",2,"female","white","resident",17,"female","white","Single Victim","Single Offender","Parent","Pacific","Home",0,"0"
"894",33505,"Afternoon",1,"male","white","resident",25,"male","white","Single Victim","Multiple Offenders","Parent","New England","Home",0,"1"
"895",707096,"Afternoon",13,"male","black","resident",38,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"896",7493,"Afternoon",7,"female","white","resident",28,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"897",219656,"Afternoon",1,"male","white","resident",24,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"898",295516,"Afternoon",5,"female","white","resident",21,"female","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"899",24576,"Morning",10,"female","white","non-resident",32,"male","white","Multiple Victims","Single Offender","Parent","South Atlantic","Other",0,"0"
"900",154314,"Afternoon",15,"female","white","resident",40,"female","white","Single Victim","Single Offender","Parent","New England","Home",0,"0"
"901",54155,"Afternoon",5,"male","black","resident",24,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"902",652725,"Afternoon",11,"male","black","resident",28,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"903",20830,"Afternoon",1,"female","white","resident",29,"male","white","Single Victim","Single Offender","Parent","Pacific","Home",0,"0"
"904",105095,"Morning",7,"male","white","resident",36,"male","white","Multiple Victims","Single Offender","Parent","Mountain","Home",0,"0"
"905",182254,"Early",1,"female","black","resident",30,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"906",0,"Afternoon",3,"male","white","resident",35,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"907",31,"Afternoon",3,"male","black","resident",28,"female","black","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"908",410213,"Morning",3,"female","black","resident",24,"female","black","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"909",7818,"Night",7,"male","black","non-resident",32,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"910",54155,"Morning",2,"female","white","resident",32,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"911",3459,"Morning",7,"male","white","resident",26,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"912",93945,"Morning",13,"male","white","resident",35,"male","white","Single Victim","Single Offender","Parent","West North Central","School/Center",0,"0"
"913",234100,"Afternoon",2,"male","black","resident",23,"male","asian","Single Victim","Single Offender","Parent","South Atlantic","Home",1,"0"
"914",3609,"Morning",12,"male","white","resident",45,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"915",673650,"Night",13,"female","black","resident",29,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"916",26723,"Morning",8,"male","white","resident",27,"female","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,"0"
"917",243695,"Afternoon",7,"male","white","resident",34,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"918",9759,"Morning",6,"female","black","resident",37,"male","black","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"919",673650,"Afternoon",1,"female","black","resident",44,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"920",673650,"Night",1,"female","black","resident",22,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"921",126548,"Afternoon",8,"female","white","resident",32,"female","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"922",41157,"Night",2,"female","white","resident",22,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"923",201510,"Night",15,"female","white","resident",35,"female","white","Single Victim","Multiple Offenders","Parent","Pacific","Other",0,"0"
"924",73525,"Morning",14,"female","white","resident",42,"female","white","Single Victim","Single Offender","Parent","Pacific","Home",0,"0"
"925",4397,"Afternoon",2,"female","white","resident",28,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"926",673650,"Afternoon",6,"female","black","resident",25,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"927",21117,"Morning",4,"female","white","non-resident",24,"female","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"928",0,"Afternoon",3,"male","white","resident",26,"female","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"929",652725,"Afternoon",7,"female","white","resident",43,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"930",323808,"Morning",1,"female","white","resident",26,"female","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"931",41262,"Afternoon",8,"male","white","resident",27,"male","white","Single Victim","Single Offender","Parent","New England","School/Center",0,"0"
"932",1157,"Afternoon",10,"male","white","resident",30,"female","white","Single Victim","Multiple Offenders","Parent","West North Central","Other",0,"0"
"933",15652,"Night",10,"male","white","non-resident",44,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"934",713240,"Night",2,"male","black","resident",18,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"935",45201,"Night",9,"female","black","resident",28,"female","black","Single Victim","Single Offender","Parent","West South Central","Home",0,"0"
"936",0,"Afternoon",15,"male","white","resident",39,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"937",85046,"Night",0.5,"male","white","resident",22,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"938",657436,"Afternoon",6,"female","black","resident",29,"male","black","Multiple Victims","Single Offender","Parent","East South Central","Home",0,"0"
"939",89180,"Morning",5,"male","white","resident",27,"male","white","Multiple Victims","Single Offender","Parent","West North Central","Other",0,"0"
"940",657436,"Afternoon",9,"male","black","resident",42,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"941",135345,"Night",12,"female","white","resident",41,"female","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"942",1009834,"Afternoon",10,"male","black","non-resident",39,"female","black","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"943",652725,"Afternoon",15,"female","black","non-resident",31,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"944",52781,"Morning",9,"male","white","resident",46,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"945",83299,"Night",3,"male","white","resident",33,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"946",11451,"Afternoon",6,"female","white","non-resident",45,"female","white","Single Victim","Single Offender","Parent","New England","Other",0,"0"
"947",109939,"Night",2,"male","black","resident",21,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"948",8754,"Morning",13,"female","white","non-resident",51,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"949",89180,"Morning",0.5,"male","white","resident",24,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"950",25703,"Afternoon",2,"male","white","resident",30,"female","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"951",43373,"Afternoon",13,"female","white","resident",33,"male","white","Multiple Victims","Single Offender","Parent","Mountain","Other",0,"0"
"952",92496,"Morning",8,"female","white","resident",33,"male","white","Single Victim","Single Offender","Parent","Pacific","Home",0,"0"
"953",96031,"Afternoon",0.5,"female","white","resident",29,"female","white","Single Victim","Single Offender","Parent","New England","Home",0,"0"
