"","population.group","incident.hour","completed","victim.age","victim.sex","victim.race","offender.age","offender.sex","offender.race","multiple.victims","multiple.offenders","relationship.group","division.name","loc.group","same.race","target.harm","cluster"
"702","Pop 25-100K",17,1,0.5,"male","black",23,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Shopping",0,0,12
"704","Pop <25K",11,1,13,"male","black",41,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,10
"705","Pop <25K",23,1,2,"male","white",24,"female","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,0,12
"706","Pop 25-100K",9,0,0.5,"male","white",19,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,6
"707","Pop 100-500K",13,1,4,"female","black",29,"female","black","Single Victim","Single Offender","Parent","South Atlantic","Home",0,0,13
"708","Pop <25K",18,1,6,"male","white",33,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,14
"709","Pop <25K",13,1,12,"female","white",34,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,8
"710","Pop 100-500K",12,1,0.5,"male","black",31,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",1,0,13
"711","Pop 25-100K",19,1,3,"female","white",56,"male","white","Single Victim","Single Offender","Parent","Mountain","Road/transit",0,0,11
"712","Pop 25-100K",10,1,7,"female","white",37,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,1
"713","Pop <25K",12,1,4,"female","white",24,"female","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,0,6
"717","Pop >500K",18,1,5,"male","white",30,"female","white","Multiple Victims","Single Offender","Parent","South Atlantic","Other",0,0,14
"719","Pop 25-100K",9,1,3,"male","black",34,"female","black","Multiple Victims","Single Offender","Parent","South Atlantic","Home",0,0,13
"721","Pop 25-100K",20,1,10,"male","white",46,"male","white","Single Victim","Single Offender","Parent","East South Central","Shopping",0,0,10
"722","Pop <25K",10,1,11,"male","white",46,"male","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,0,9
"723","Pop <25K",7,1,13,"female","white",53,"female","white","Multiple Victims","Multiple Offenders","Parent","New England","Home",0,0,9
"724","Pop >500K",17,1,6,"female","black",30,"female","black","Multiple Victims","Single Offender","Parent","East South Central","Home",0,0,14
"725","Pop <25K",20,1,12,"male","white",33,"female","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,0,8
"726","Pop 100-500K",14,1,4,"male","white",66,"female","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,0,15
"727","Pop 25-100K",19,1,7,"female","black",39,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,1
"728","Pop 100-500K",18,1,4,"male","black",33,"male","white","Single Victim","Multiple Offenders","Parent","South Atlantic","Home",1,0,14
"729","Pop >500K",20,1,1,"male","black",27,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,14
"730","Pop <25K",8,1,5,"female","white",24,"female","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,0,6
"731","Pop <25K",7,1,8,"female","white",35,"female","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,0,7
"732","Pop 100-500K",12,1,3,"female","black",24,"female","black","Single Victim","Single Offender","Parent","South Atlantic","Home",0,0,6
"733","Pop 100-500K",17,1,3,"male","white",21,"male","white","Single Victim","Single Offender","Parent","New England","Road/transit",0,0,12
"734","Pop 25-100K",20,1,9,"male","black",28,"female","black","Multiple Victims","Single Offender","Parent","South Atlantic","Home",0,0,14
"735","Pop <25K",17,1,0.5,"male","white",29,"female","white","Single Victim","Single Offender","Parent","East South Central","Road/transit",0,0,14
"736","Pop 25-100K",12,1,4,"female","asian",31,"male","asian","Single Victim","Single Offender","Parent","East North Central","Home",0,0,13
"737","Pop 100-500K",16,1,4,"female","black",38,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,1
"738","Pop >500K",17,1,1,"male","black",25,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,12
"739","Pop <25K",12,0,12,"female","white",35,"female","white","Multiple Victims","Multiple Offenders","Parent","East North Central","Home",0,0,8
"740","Pop <25K",20,1,6,"male","white",33,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,0,14
"741","Pop 25-100K",8,1,3,"female","black",26,"female","white","Multiple Victims","Single Offender","Parent","South Atlantic","Home",1,0,6
"742","Pop >500K",15,1,1,"male","black",25,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,12
"743","Pop 100-500K",16,1,8,"female","black",34,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,8
"744","Pop <25K",0,1,13,"female","white",33,"female","white","Multiple Victims","Single Offender","Parent","East South Central","Home",0,0,7
"745","Pop >500K",14,1,1,"male","black",19,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,6
"746","Pop 100-500K",23,1,2,"female","white",18,"female","white","Single Victim","Multiple Offenders","Parent","Mountain","Home",0,0,12
"747","Pop 25-100K",15,1,6,"female","white",28,"female","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,0,14
"748","Pop >500K",16,1,3,"female","white",34,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,0,1
"749","Pop 25-100K",8,1,3,"female","white",23,"male","white","Single Victim","Single Offender","Parent","West North Central","Shopping",0,0,6
"750","Pop 100-500K",17,1,1,"female","white",31,"female","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,0,14
"751","Pop 100-500K",19,1,13,"male","white",34,"female","white","Multiple Victims","Single Offender","Parent","West North Central","Unknown",0,0,8
"752","Pop 100-500K",11,1,9,"female","white",31,"female","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,0,13
"755","Pop 25-100K",14,1,0.5,"female","white",29,"female","white","Single Victim","Single Offender","Parent","New England","Home",0,0,13
"757","Pop <25K",16,1,6,"female","white",27,"female","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,0,14
"758","Pop 25-100K",21,1,11,"female","white",38,"female","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,0,10
"759","Pop >500K",16,1,11,"female","black",38,"female","black","Single Victim","Single Offender","Parent","East North Central","School",0,0,10
"760","Pop <25K",9,1,13,"female","white",34,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,1,7
"761","Pop 25-100K",17,1,3,"female","white",23,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,0,12
"762","Pop >500K",21,1,3,"female","black",21,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,12
"763","Pop 25-100K",18,1,7,"female","white",34,"male","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,0,14
"764","Pop 100-500K",7,1,4,"male","white",32,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,0,13
"765","Pop >500K",16,1,2,"male","black",37,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,1
"766","Pop 25-100K",18,1,2,"male","white",30,"male","white","Multiple Victims","Single Offender","Parent","New England","Road/transit",0,1,14
"767","Pop 25-100K",9,1,0.5,"male","white",26,"male","white","Single Victim","Multiple Offenders","Parent","East South Central","Home",0,0,6
"768","Pop 25-100K",16,1,13,"female","white",48,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,3
"769","Pop >500K",14,1,7,"male","black",29,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,13
"770","Pop 100-500K",18,1,3,"female","white",24,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,12
"771","Pop >500K",15,1,9,"female","black",30,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,8
"772","Pop 25-100K",14,1,5,"male","white",25,"female","white","Single Victim","Single Offender","Parent","New England","Unknown",0,0,6
"773","Pop 25-100K",12,1,5,"female","white",28,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,0,13
"774","Pop 25-100K",18,1,2,"male","amer.indian",32,"male","amer.indian","Single Victim","Single Offender","Parent","East North Central","Home",0,0,14
"775","Pop 25-100K",19,1,14,"female","white",63,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,15
"776","Pop 100-500K",23,1,2,"male","black",18,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Home",0,0,12
"777","Pop 25-100K",19,1,1,"male","white",27,"male","white","Single Victim","Single Offender","Parent","West North Central","Shopping",0,0,14
"778","Pop <25K",15,1,8,"male","white",27,"female","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,0,14
"779","Pop 25-100K",15,1,12,"male","white",31,"female","white","Multiple Victims","Single Offender","Parent","Mountain","Unknown",0,0,8
"780","Pop 100-500K",18,1,2,"female","black",26,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,12
"781","Pop >500K",17,1,7,"male","black",29,"female","black","Multiple Victims","Single Offender","Parent","East South Central","Home",0,0,14
"782","Pop <25K",16,0,5,"male","asian",31,"female","asian","Multiple Victims","Single Offender","Parent","New England","Home",0,0,14
"783","Pop 25-100K",13,1,1,"female","white",27,"female","white","Multiple Victims","Single Offender","Parent","New England","Home",0,0,6
"784","Pop <25K",8,1,11,"female","white",32,"female","white","Multiple Victims","Single Offender","Parent","East South Central","Other",0,0,7
"785","Pop <25K",10,1,9,"male","black",30,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,13
"786","Pop 25-100K",16,1,10,"female","white",32,"male","white","Multiple Victims","Single Offender","Parent","East South Central","Home",0,0,8
"787","Pop 25-100K",21,1,1,"male","black",23,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,12
"788","Pop 25-100K",12,1,4,"male","white",28,"female","white","Single Victim","Single Offender","Parent","Pacific","Home",0,0,13
"790","Pop >500K",10,1,15,"male","black",40,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,10
"791","Pop >500K",20,1,2,"male","black",25,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,12
"792","Pop >500K",21,1,12,"male","black",33,"female","black","Multiple Victims","Single Offender","Parent","East South Central","Home",0,0,8
"793","Pop 25-100K",0,1,3,"female","white",30,"female","white","Single Victim","Single Offender","Parent","East North Central","Road/transit",0,0,5
"794","Pop 25-100K",0,1,0.5,"male","white",37,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,5
"795","Pop 25-100K",21,1,6,"female","white",59,"male","white","Single Victim","Single Offender","Parent","New England","Home",0,0,3
"796","Pop >500K",19,1,9,"female","black",24,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,4
"797","Pop 100-500K",12,1,1,"female","black",25,"female","black","Multiple Victims","Single Offender","Parent","East South Central","Other",0,0,6
"798","Pop 100-500K",15,1,3,"female","white",31,"female","white","Multiple Victims","Single Offender","Parent","East North Central","Shopping",0,0,14
"799","Pop <25K",15,1,8,"male","white",43,"male","white","Multiple Victims","Single Offender","Parent","New England","Home",0,0,10
"800","Pop 25-100K",9,1,3,"female","white",27,"male","white","Multiple Victims","Single Offender","Parent","West North Central","Shopping",0,0,13
"802","Pop <25K",9,1,12,"female","white",33,"female","white","Multiple Victims","Multiple Offenders","Parent","South Atlantic","Home",0,0,7
"803","Pop <25K",10,1,13,"male","white",46,"male","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,0,9
"804","Pop >500K",17,1,5,"male","black",30,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Shopping",0,0,14
"805","Pop <25K",0,0,10,"female","black",43,"male","black","Multiple Victims","Single Offender","Parent","East North Central","Home",0,0,9
"806","Pop >500K",17,0,10,"male","black",41,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,10
"807","Pop >500K",0,1,14,"male","black",33,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,7
"808","Pop 100-500K",12,1,1,"male","white",22,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,0,6
