"","originating.agency","incident.number","incident.date","date.agency.went.NIBRS","city","current.population","UCR.county","FIPS.county","incident.hour","UCR.code","completed","victim.age","victim.sex","victim.race","victim.ethnicity","victim.residency","offender.age","offender.sex","offender.race","target.harm","target.arrest","multiple.victims","multiple.offenders","type","victimage.group","victim.tenderage","offenderage.group","population.group","relationship.group","hour.group","NA","same.race","state.name","division.name","region.name","location.name","loc.group","weapon.name","injury.name","Victim.in.relation","FIPS"
"1836","KS0230100","3U-1W3M3OOOT",20101025,20000101,"LAWRENCE                      ",93945,23,45,18,100,1,1,"female","white",0,"non-resident",25,"female","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop 25-100K","Parent","Afternoon",0,0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15045"
"1837","TNMPD0000","BR093929HJMF",20110512,20000801,"MEMPHIS                       ",652725,79,157,21,100,1,16,"female","black",NA,"resident",51,"male","black",0,NA,1,1,"SingleVO","11-15","No",">50","Pop >500K","Parent","Night",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"1838","MI7507500","390K KOZUZ28",20110731,19980101,"SP: ST. JOSEPH COUNTY         ",0,75,149,15,100,1,1,"male","white",NA,NA,35,"male","white",0,0,1,1,"SingleVO","0-5","Yes","30-40",NA,"Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21149"
"1839","TNMPD0000","ME053TW7AGMF",20090728,20000801,"MEMPHIS                       ",667421,79,157,15,100,1,0.5,"female","black",0,"resident",28,"male","black",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop >500K","Parent","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home",NA,"None","Child","41157"
"1840","TN0330100","8X-45SZ8D39G",20080216,20000301,"CHATTANOOGA                   ",171611,33,65,14,100,1,6,"male","black",0,"resident",39,"female","black",0,0.1,1,1,"SingleVO","6-10","Yes","30-40","Pop 100-500K","Parent","Afternoon",0,0,"TN","East South Central","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41065"
"1841","KS0300100"," K0KL6X D94I",20090810,20000101,"OTTAWA                        ",12950,30,59,13,100,1,8,"male","white",0,"resident",35,"female","white",1,0,3,1,"MultVic","6-10","Yes","30-40","Pop <25K","Parent","Afternoon",0,0,"KS","West North Central","Northcentral","Residence/Home","Home",NA,"Apparent Minor Injury","Child","15059"
"1842","TNMPD0000","1A1M0KR 9GHH",20111124,20000801,"MEMPHIS                       ",652725,79,157,17,100,1,5,"female","black",0,"resident",33,"male","black",0,NA,1,1,"SingleVO","0-5","Yes","30-40","Pop >500K","Parent","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"1843","MO0920400","2W1M0U7Z768 ",20111128,20090801,"ST. PETERS                    ",52766,92,183,16,100,1,14,"female","white",0,"resident",43,"male","white",0,5.3,2,1,"MultVic","11-15","No","40-50","Pop 25-100K","Parent","Afternoon",0,0,"MO","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","24183"
"1844","SC0180000"," D0BACEH72 N",20080322,19910101,"DORCHESTER                    ",72980,18,35,20,100,1,4,"female","white",0,"resident",34,"female","white",0,0,1,1,"SingleVO","0-5","Yes","30-40","Pop 25-100K","Parent","Night",0,0,"SC","South Atlantic","South","Residence/Home","Home","None/Other","None","Child","39035"
"1845","DE302SP00","0X1M04RLL61A",20110830,20010101,"SP: NEW CASTLE COUNTY         ",0,2,3,10,100,1,7,"male","white",0,"resident",36,"female","white",0,0,1,1,"SingleVO","6-10","Yes","30-40",NA,"Parent","Morning",0,0,"DE","South Atlantic","South","School--elementary/secondary","School","None/Other","None","Child","07003"
"1846","KS0230100","86-WK8R8QI9G",20100717,20000101,"LAWRENCE                      ",93945,23,45,12,100,1,3,"female","white",NA,"resident",23,"female","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop 25-100K","Parent","Morning",0,0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15045"
"1847","KS0230100","19-BW1F1-L9W",20121019,20000101,"LAWRENCE                      ",89180,23,45,17,100,1,9,"female","white",0,"resident",33,"female","white",0,NA,2,1,"MultVic","6-10","Yes","30-40","Pop 25-100K","Parent","Afternoon",0,0,"KS","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","15045"
"1848","KS0230100","97-A59W9FZTD",20100403,20000101,"LAWRENCE                      ",93945,23,45,18,100,1,13,"male","white",0,"resident",34,"male","white",0,NA,2,1,"MultVic","11-15","No","30-40","Pop 25-100K","Parent","Afternoon",0,0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15045"
"1849","MA0130300","SP-30FLFRVSC",20120105,19950101,"CHELSEA                       ",35966,13,25,20,100,1,7,"female","white",0,"resident",33,"female","white",0,NA,2,1,"MultVic","6-10","Yes","30-40","Pop 25-100K","Parent","Night",0,0,"MA","New England","Northeast","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","20025"
"1850","MI2539800","181J0U7 746O",20121113,20000101,"FLINT                         ",101632,25,49,14,100,1,0.5,"male","black",NA,NA,18,"male","black",0,NA,1,1,"SingleVO","0-5","Yes","<20","Pop 100-500K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21049"
"1851","NH0063400"," D01REBQ72 N",20081119,20080101,"MANCHESTER                    ",109083,6,11,22,100,1,4,"male","white",0,"resident",41,"female","white",0,NA,1,1,"SingleVO","0-5","Yes","40-50","Pop 100-500K","Parent","Night",0,0,"NH","New England","Northeast","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","28011"
"1852","TNMPD0000","BR023T702GMF",20110417,20000801,"MEMPHIS                       ",652725,79,157,9,100,1,3,"female","black",0,"resident",30,"male","black",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop >500K","Parent","Morning",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"1853","VA0600100","2W1H0-KOI41A",20100923,19950101,"BLACKSBURG                    ",43355,61,121,15,100,1,10,"male",NA,0,"resident",39,"male",NA,0,NA,1,1,"SingleVO","6-10","Yes","30-40","Pop 25-100K","Parent","Afternoon",NA,NA,"VA","South Atlantic","South","Residence/Home","Home",NA,"None","Child","45121"
"1854","KS0280100","8I0DAVSV12 N",20100313,20000101,"GARDEN CITY                   ",28736,28,55,12,100,1,11,"male","white",1,"resident",37,"female","white",0,NA,1,3,"MultOff","11-15","Yes","30-40","Pop 25-100K","Parent","Morning",0,0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15055"
"1855","MI2539800","1A1M0U7ZJYJD",20110525,20000101,"FLINT                         ",102357,25,49,16,100,1,8,"female","black",NA,NA,34,"male","black",0,NA,1,1,"SingleVO","6-10","Yes","30-40","Pop 100-500K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","21049"
"1856","MI1161900","1A1M0U728G N",20110128,19950101,"NILES                         ",11590,11,21,16,100,1,5,"male","white",NA,NA,34,"female","white",0,NA,1,1,"SingleVO","0-5","Yes","30-40","Pop <25K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21021"
"1857","TNMPD0000","BW093TL8KNMF",20120525,20000801,"MEMPHIS                       ",657436,79,157,18,100,1,10,"male","white",0,"resident",33,"male","black",0,NA,1,1,"SingleVO","6-10","Yes","30-40","Pop >500K","Parent","Afternoon",1,1,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"1858","MI2539800","181J0U729XB4",20120106,20000101,"FLINT                         ",101632,25,49,19,100,1,2,"male","black",NA,"resident",35,"male","black",0,NA,1,1,"SingleVO","0-5","Yes","30-40","Pop 100-500K","Parent","Night",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","21049"
"1859","TN0330200","W5-PKO-4G0W5",20111113,19990801,"EAST RIDGE                    ",21168,33,65,13,100,1,0.5,"male","white",0,"resident",23,"female","white",0,4.3,1,1,"SingleVO","0-5","Yes","20-30","Pop <25K","Parent","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41065"
"1860","MI5505500","1A045U728X0 ",20110630,19980101,"SP: MENOMINEE COUNTY          ",0,55,109,0,100,1,1,"female","white",NA,NA,26,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30",NA,"Parent","Night",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21109"
"1861","KS0230100","19-BR1S1PD4I",20110919,20000101,"LAWRENCE                      ",88200,23,45,12,100,1,0.5,"female","white",0,"resident",29,"female","white",0,NA,2,1,"MultVic","0-5","Yes","20-30","Pop 25-100K","Parent","Morning",0,0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15045"
"1862","MI2539800","1W1H0U73IG6N",20100325,20000101,"FLINT                         ",109245,25,49,0,100,1,0.5,"female","black",NA,NA,20,"male","black",0,NA,1,1,"SingleVO","0-5","Yes","<20","Pop 100-500K","Parent","Night",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","21049"
"1863","MI5076500","1A1M0U7Z6XTR",20110718,19950301,"STERLING HEIGHTS              ",129601,50,99,17,100,1,5,"male","white",NA,"resident",27,"female","white",0,NA,2,1,"MultVic","0-5","Yes","20-30","Pop 100-500K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21099"
"1864","MI5205200","720DJBRVZC6-",20110418,19980101,"SP: MARQUETTE COUNTY          ",0,52,103,14,100,1,4,"female","white",NA,NA,28,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30",NA,"Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21103"
"1865","UT0230100","E49884KJ639G",20120923,19980801,"TOOELE                        ",32641,23,45,12,100,1,4,"male","white",0,"resident",24,"female","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop 25-100K","Parent","Morning",0,0,"UT","Mountain","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Child","43045"
"1866","NH0063400"," D0BYME972 N",20080604,20080101,"MANCHESTER                    ",109083,6,11,9,100,0,12,"female","white",0,"resident",36,"male","white",0,NA,1,1,"SingleVO","11-15","Yes","30-40","Pop 100-500K","Parent","Morning",0,0,"NH","New England","Northeast","Government/Public Building","Other","None/Other","None","Child","28011"
"1867","TN0150000","TD-AN9K9UCTD",20111202,19970901,"COCKE                         ",28976,15,29,8,100,1,8,"male","white",0,"resident",27,"female","white",0,NA,1,1,"SingleVO","6-10","Yes","20-30","Pop 25-100K","Parent","Morning",0,0,"TN","East South Central","South","School/College","School","None/Other","None","Child","41029"
"1868","KS0500100","931A90RVSCTD",20090618,20000101,"PARSONS                       ",11020,50,99,17,100,1,4,"female","white",0,"resident",29,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop <25K","Parent","Afternoon",0,0,"KS","West North Central","Northcentral","Residence/Home","Home",NA,"None","Child","15099"
"1869","TN0600000","5F19-CF5HYHO",20100216,19990201,"MAURY                         ",33393,60,119,21,100,1,2,"female","white",0,"resident",38,"female","white",0,0,1,1,"SingleVO","0-5","Yes","30-40","Pop 25-100K","Parent","Night",0,0,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41119"
"1870","TNMPD0000","ME053938HJMF",20090717,20000801,"MEMPHIS                       ",667421,79,157,18,100,1,2,"male","black",0,"resident",22,"male","black",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop >500K","Parent","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41157"
"1871","TNMPD0000","BW0539G5AGMF",20120701,20000801,"MEMPHIS                       ",657436,79,157,18,100,1,12,"female","black",0,"resident",32,"male","black",0,NA,2,1,"MultVic","11-15","Yes","30-40","Pop >500K","Parent","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"1872","TNMPD0000","BW0M3T70WOMF",20120320,20000801,"MEMPHIS                       ",657436,79,157,20,100,1,2,"female","black",0,"resident",25,"male","black",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop >500K","Parent","Night",0,0,"TN","East South Central","South","Highway/Road/Alley","Road/transit","None/Other","None","Child","41157"
"1873","OK0360100","8I0BYOSU72 N",20100919,20080101,"BLACKWELL                     ",7238,36,71,21,100,1,0.2,"female","white",NA,"resident",22,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop <25K","Parent","Night",0,0,"OK","West South Central","South","Residence/Home","Home","None/Other","None","Child","35071"
"1874","TN0790000","S-031AY0E4S0",20080831,20000801,"SHELBY                        ",99576,79,157,21,100,1,5,"female","black",0,"resident",38,"male","black",0,NA,1,1,"SingleVO","0-5","Yes","30-40","Pop 25-100K","Parent","Night",0,0,"TN","East South Central","South","Other/unknown","Unknown",NA,"None","Child","41157"
"1875","TNMPD0000","BW0539G8A5MF",20120701,20000801,"MEMPHIS                       ",657436,79,157,17,100,1,11,"female","black",0,"resident",35,"female","black",0,NA,1,1,"SingleVO","11-15","Yes","30-40","Pop >500K","Parent","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"1876","TNMPD0000","ME0P39W298MF",20090727,20000801,"MEMPHIS                       ",667421,79,157,8,100,1,16,"male","black",0,"resident",37,"female","black",0,NA,1,1,"SingleVO","11-15","No","30-40","Pop >500K","Parent","Morning",0,0,"TN","East South Central","South","Residence/Home","Home",NA,"None","Child","41157"
"1877","VA0290100","Z81J2ISZRVS9",20100812,20000101,"FAIRFAX COUNTY PD             ",1009834,30,59,18,100,1,10,"male","black",0,"non-resident",39,"female","black",0,NA,1,1,"SingleVO","6-10","Yes","30-40","Pop >500K","Parent","Afternoon",0,0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Child","45059"
"1878","UT0230100","RH8W7OR50D1A",20120807,19980801,"TOOELE                        ",32641,23,45,13,100,1,7,"female","white",0,"resident",29,"female","white",0,NA,1,1,"SingleVO","6-10","Yes","20-30","Pop 25-100K","Parent","Afternoon",0,0,"UT","Mountain","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","43045"
"1879","MA0145400","4J-PKSS4Z-X5",20090901,19950101,"WEBSTER                       ",16861,14,27,12,100,1,4,"female","white",0,"resident",28,"female","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop <25K","Parent","Morning",0,0,"MA","New England","Northeast","Residence/Home","Home","None/Other","None","Child","20027"
"1880","KS0300000","2W1J0U72UN68",20120329,20000101,"FRANKLIN                      ",11517,30,59,15,100,1,12,"male","white",0,"non-resident",47,"male","white",0,NA,2,1,"MultVic","11-15","Yes","40-50","Pop <25K","Parent","Afternoon",0,0,"KS","West North Central","Northcentral","School/College","School","None/Other","None","Child","15059"
"1881","KS0520300"," X0 RFPU72 N",20090118,20000101,"LANSING                       ",10812,52,103,20,100,1,9,"male",NA,NA,"resident",32,"male","white",0,NA,1,1,"SingleVO","6-10","Yes","30-40","Pop <25K","Parent","Night",NA,NA,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15103"
"1882","CT0009300"," N0ARC5960 N",20081031,19990501,"NEW HAVEN                     ",123953,5,9,19,100,1,16,"female","white",1,"resident",36,"male","white",1,NA,1,1,"SingleVO","11-15","No","30-40","Pop 100-500K","Parent","Night",0,0,"CT","New England","Northeast","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Child","06009"
"1883","MI3351900","W50CRRXCE14-",20110425,20040101,"LANSING                       ",109481,33,65,18,100,1,12,"male","white",NA,NA,35,"male","white",0,NA,1,1,"SingleVO","11-15","Yes","30-40","Pop 100-500K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21065"
"1884","TNMPD0000","M50239G7K MF",20080328,20000801,"MEMPHIS                       ",672046,79,157,14,100,1,1,"male","black",0,"resident",24,"female","black",0,NA,2,1,"MultVic","0-5","Yes","20-30","Pop >500K","Parent","Afternoon",0,0,"TN","East South Central","South","Other/unknown","Unknown",NA,"None","Child","41157"
"1885","KS0850100","2W1H0U7Z8XK8",20100829,20000101,"SALINA                        ",46547,85,169,16,100,1,11,"female","white",0,"resident",35,"female","white",0,0.4,1,1,"SingleVO","11-15","Yes","30-40","Pop 25-100K","Parent","Afternoon",0,0,"KS","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","15169"
"1886","MI1411400","1G0MQHF3NG1H",20080622,19970101,"CASS                          ",36521,14,27,18,100,1,7,"male","white",NA,NA,43,"male","white",0,NA,1,1,"SingleVO","6-10","Yes","40-50","Pop 25-100K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","21027"
